Master_Collection,Department_Number,Vendor_Number,VendorColor,Color_Code,Total_Inventory,Fabric,Color,Type,Factory Status,Factory Continent
BURANO,5900,1350,1350BRDV,BRDV,10649,BROMPTON LEATHER,TRUFFLE,LEATHER,Active,EUROPE
COSTERA,5900,1350,1350BRDV,BRDV,10649,BROMPTON LEATHER,TRUFFLE,LEATHER,Active,EUROPE
LUGANO,5900,1350,1350BREB,BREB,8951,BROMPTON LEATHER,EBONY,LEATHER,Active,EUROPE
MONZA,5900,1350,1350BREB,BREB,8951,BROMPTON LEATHER,EBONY,LEATHER,Active,EUROPE
SCULPTURAL,5900,1350,1350BREB,BREB,8951,BROMPTON LEATHER,EBONY,LEATHER,Active,EUROPE
BURANO,5900,1350,1350BREB,BREB,8951,BROMPTON LEATHER,EBONY,LEATHER,Active,EUROPE
COSTERA,5900,1350,1350BREB,BREB,8951,BROMPTON LEATHER,EBONY,LEATHER,Active,EUROPE
LUGANO,5900,1350,1350BREB,BREB,8951,BROMPTON LEATHER,EBONY,LEATHER,Active,EUROPE
MONZA,5900,1350,1350BREB,BREB,8951,BROMPTON LEATHER,EBONY,LEATHER,Active,EUROPE
SCULPTURAL,5900,1350,1350BREB,BREB,8951,BROMPTON LEATHER,EBONY,LEATHER,Active,EUROPE
BURANO,5900,1350,1350BREB,BREB,8951,BROMPTON LEATHER,EBONY,LEATHER,Active,EUROPE
COSTERA,5900,1350,1350BREB,BREB,8951,BROMPTON LEATHER,EBONY,LEATHER,Active,EUROPE
LUGANO,5900,1350,1350BRGT,BRGT,2032,BROMPTON LEATHER,GRAPHITE,LEATHER,DISC,EUROPE
MONZA,5900,1350,1350BRGT,BRGT,2032,BROMPTON LEATHER,GRAPHITE,LEATHER,DISC,EUROPE
SCULPTURAL,5900,1350,1350BRGT,BRGT,2032,BROMPTON LEATHER,GRAPHITE,LEATHER,DISC,EUROPE
BURANO,5900,1350,1350BRGT,BRGT,2032,BROMPTON LEATHER,GRAPHITE,LEATHER,DISC,EUROPE
COSTERA,5900,1350,1350BRGT,BRGT,2032,BROMPTON LEATHER,GRAPHITE,LEATHER,DISC,EUROPE
LUGANO,5900,1350,1350BRPT,BRPT,3517,BROMPTON LEATHER,PEWTER,LEATHER,Active,EUROPE
MONZA,5900,1350,1350BRPT,BRPT,3517,BROMPTON LEATHER,PEWTER,LEATHER,Active,EUROPE
SCULPTURAL,5900,1350,1350BRPT,BRPT,3517,BROMPTON LEATHER,PEWTER,LEATHER,Active,EUROPE
BURANO,5900,1350,1350BRPT,BRPT,3517,BROMPTON LEATHER,PEWTER,LEATHER,Active,EUROPE
COSTERA,5900,1350,1350BRPT,BRPT,3517,BROMPTON LEATHER,PEWTER,LEATHER,Active,EUROPE
LUGANO,5900,1350,1350BRPT,BRPT,3517,BROMPTON LEATHER,PEWTER,LEATHER,Active,EUROPE
MONZA,5900,1350,1350BRPT,BRPT,3517,BROMPTON LEATHER,PEWTER,LEATHER,Active,EUROPE
SCULPTURAL,5900,1350,1350BRPT,BRPT,3517,BROMPTON LEATHER,PEWTER,LEATHER,Active,EUROPE
BURANO,5900,1350,1350BRPT,BRPT,3517,BROMPTON LEATHER,PEWTER,LEATHER,Active,EUROPE
COSTERA,5900,1350,1350BRPT,BRPT,3517,BROMPTON LEATHER,PEWTER,LEATHER,Active,EUROPE
LUGANO,5900,1350,1350BRSM,BRSM,8141,BROMPTON LEATHER,SMOKE,LEATHER,Active,EUROPE
MONZA,5900,1350,1350BRSM,BRSM,8141,BROMPTON LEATHER,SMOKE,LEATHER,Active,EUROPE
SCULPTURAL,5900,1350,1350BRSM,BRSM,8141,BROMPTON LEATHER,SMOKE,LEATHER,Active,EUROPE
BURANO,5900,1350,1350BRSM,BRSM,8141,BROMPTON LEATHER,SMOKE,LEATHER,Active,EUROPE
COSTERA,5900,1350,1350BRSM,BRSM,8141,BROMPTON LEATHER,SMOKE,LEATHER,Active,EUROPE
LUGANO,5900,1350,1350BRSM,BRSM,8141,BROMPTON LEATHER,SMOKE,LEATHER,Active,EUROPE
MONZA,5900,1350,1350BRSM,BRSM,8141,BROMPTON LEATHER,SMOKE,LEATHER,Active,EUROPE
SCULPTURAL,5900,1350,1350BRSM,BRSM,8141,BROMPTON LEATHER,SMOKE,LEATHER,Active,EUROPE
BURANO,5900,1350,1350BRSM,BRSM,8141,BROMPTON LEATHER,SMOKE,LEATHER,Active,EUROPE
COSTERA,5900,1350,1350BRSM,BRSM,8141,BROMPTON LEATHER,SMOKE,LEATHER,Active,EUROPE
LUGANO,5900,1350,1350BRTW,BRTW,6413,BROMPTON LEATHER,TWILIGHT,LEATHER,Active,EUROPE
MONZA,5900,1350,1350BRTW,BRTW,6413,BROMPTON LEATHER,TWILIGHT,LEATHER,Active,EUROPE
SCULPTURAL,5900,1350,1350BRTW,BRTW,6413,BROMPTON LEATHER,TWILIGHT,LEATHER,Active,EUROPE
BURANO,5900,1350,1350BRTW,BRTW,6413,BROMPTON LEATHER,TWILIGHT,LEATHER,Active,EUROPE
COSTERA,5900,1350,1350BRTW,BRTW,6413,BROMPTON LEATHER,TWILIGHT,LEATHER,Active,EUROPE
LUGANO,5900,1350,1350BRWL,BRWL,6035,BROMPTON LEATHER,WALNUT,LEATHER,Active,EUROPE
MONZA,5900,1350,1350BRWL,BRWL,6035,BROMPTON LEATHER,WALNUT,LEATHER,Active,EUROPE
SCULPTURAL,5900,1350,1350BRWL,BRWL,6035,BROMPTON LEATHER,WALNUT,LEATHER,Active,EUROPE
BURANO,5900,1350,1350BRWL,BRWL,6035,BROMPTON LEATHER,WALNUT,LEATHER,Active,EUROPE
COSTERA,5900,1350,1350BRWL,BRWL,6035,BROMPTON LEATHER,WALNUT,LEATHER,Active,EUROPE
SCULPTURAL,5700,1350,1350BTBK,BTBK,383,HOLLAND & SHERRY WOOL TWILL,BLACK,FABRIC,Active,EUROPE
BURANO,5700,1350,1350BTBK,BTBK,383,HOLLAND & SHERRY WOOL TWILL,BLACK,FABRIC,Active,EUROPE
LUGANO,5700,1350,1350BTBK,BTBK,383,HOLLAND & SHERRY WOOL TWILL,BLACK,FABRIC,Active,EUROPE
COSTERA,5700,1350,1350BTBK,BTBK,383,HOLLAND & SHERRY WOOL TWILL,BLACK,FABRIC,Active,EUROPE
MIRA,5700,1350,1350BTBK,BTBK,383,HOLLAND & SHERRY WOOL TWILL,BLACK,FABRIC,Active,EUROPE
MONZA,5700,1350,1350BTBK,BTBK,383,HOLLAND & SHERRY WOOL TWILL,BLACK,FABRIC,Active,EUROPE
SCULPTURAL,5700,1350,1350BTBK,BTBK,383,HOLLAND & SHERRY WOOL TWILL,BLACK,FABRIC,Active,EUROPE
BURANO,5700,1350,1350BTBK,BTBK,383,HOLLAND & SHERRY WOOL TWILL,BLACK,FABRIC,Active,EUROPE
LUGANO,5700,1350,1350BTBK,BTBK,383,HOLLAND & SHERRY WOOL TWILL,BLACK,FABRIC,Active,EUROPE
COSTERA,5700,1350,1350BTBK,BTBK,383,HOLLAND & SHERRY WOOL TWILL,BLACK,FABRIC,Active,EUROPE
MIRA,5700,1350,1350BTBK,BTBK,383,HOLLAND & SHERRY WOOL TWILL,BLACK,FABRIC,Active,EUROPE
MONZA,5700,1350,1350BTBK,BTBK,383,HOLLAND & SHERRY WOOL TWILL,BLACK,FABRIC,Active,EUROPE
SCULPTURAL,5700,1350,1350BTBZ,BTBZ,2919,HOLLAND & SHERRY WOOL TWILL,BURNT CARAMEL,FABRIC,Active,EUROPE
BURANO,5700,1350,1350BTBZ,BTBZ,2919,HOLLAND & SHERRY WOOL TWILL,BURNT CARAMEL,FABRIC,Active,EUROPE
LUGANO,5700,1350,1350BTBZ,BTBZ,2919,HOLLAND & SHERRY WOOL TWILL,BURNT CARAMEL,FABRIC,Active,EUROPE
COSTERA,5700,1350,1350BTBZ,BTBZ,2919,HOLLAND & SHERRY WOOL TWILL,BURNT CARAMEL,FABRIC,Active,EUROPE
MIRA,5700,1350,1350BTBZ,BTBZ,2919,HOLLAND & SHERRY WOOL TWILL,BURNT CARAMEL,FABRIC,Active,EUROPE
MONZA,5700,1350,1350BTBZ,BTBZ,2919,HOLLAND & SHERRY WOOL TWILL,BURNT CARAMEL,FABRIC,Active,EUROPE
SCULPTURAL,5700,1350,1350BTBZ,BTBZ,2919,HOLLAND & SHERRY WOOL TWILL,BURNT CARAMEL,FABRIC,Active,EUROPE
BURANO,5700,1350,1350BTBZ,BTBZ,2919,HOLLAND & SHERRY WOOL TWILL,BURNT CARAMEL,FABRIC,Active,EUROPE
LUGANO,5700,1350,1350BTBZ,BTBZ,2919,HOLLAND & SHERRY WOOL TWILL,BURNT CARAMEL,FABRIC,Active,EUROPE
COSTERA,5700,1350,1350BTBZ,BTBZ,2919,HOLLAND & SHERRY WOOL TWILL,BURNT CARAMEL,FABRIC,Active,EUROPE
MIRA,5700,1350,1350BTBZ,BTBZ,2919,HOLLAND & SHERRY WOOL TWILL,BURNT CARAMEL,FABRIC,Active,EUROPE
MONZA,5700,1350,1350BTBZ,BTBZ,2919,HOLLAND & SHERRY WOOL TWILL,BURNT CARAMEL,FABRIC,Active,EUROPE
SCULPTURAL,5700,1350,1350BTCG,BTCG,1349,HOLLAND & SHERRY WOOL TWILL,CARBON,FABRIC,Active,EUROPE
BURANO,5700,1350,1350BTCG,BTCG,1349,HOLLAND & SHERRY WOOL TWILL,CARBON,FABRIC,Active,EUROPE
LUGANO,5700,1350,1350BTCG,BTCG,1349,HOLLAND & SHERRY WOOL TWILL,CARBON,FABRIC,Active,EUROPE
COSTERA,5700,1350,1350BTCG,BTCG,1349,HOLLAND & SHERRY WOOL TWILL,CARBON,FABRIC,Active,EUROPE
MIRA,5700,1350,1350BTCG,BTCG,1349,HOLLAND & SHERRY WOOL TWILL,CARBON,FABRIC,Active,EUROPE
MONZA,5700,1350,1350BTCG,BTCG,1349,HOLLAND & SHERRY WOOL TWILL,CARBON,FABRIC,Active,EUROPE
SCULPTURAL,5700,1350,1350BTCG,BTCG,1349,HOLLAND & SHERRY WOOL TWILL,CARBON,FABRIC,Active,EUROPE
BURANO,5700,1350,1350BTCG,BTCG,1349,HOLLAND & SHERRY WOOL TWILL,CARBON,FABRIC,Active,EUROPE
LUGANO,5700,1350,1350BTCG,BTCG,1349,HOLLAND & SHERRY WOOL TWILL,CARBON,FABRIC,Active,EUROPE
COSTERA,5700,1350,1350BTCG,BTCG,1349,HOLLAND & SHERRY WOOL TWILL,CARBON,FABRIC,Active,EUROPE
MIRA,5700,1350,1350BTCG,BTCG,1349,HOLLAND & SHERRY WOOL TWILL,CARBON,FABRIC,Active,EUROPE
MONZA,5700,1350,1350BTCG,BTCG,1349,HOLLAND & SHERRY WOOL TWILL,CARBON,FABRIC,Active,EUROPE
SCULPTURAL,5700,1350,1350BTCL,BTCL,1433,HOLLAND & SHERRY WOOL TWILL,CAMEL,FABRIC,Active,EUROPE
BURANO,5700,1350,1350BTCL,BTCL,1433,HOLLAND & SHERRY WOOL TWILL,CAMEL,FABRIC,Active,EUROPE
LUGANO,5700,1350,1350BTCL,BTCL,1433,HOLLAND & SHERRY WOOL TWILL,CAMEL,FABRIC,Active,EUROPE
COSTERA,5700,1350,1350BTCL,BTCL,1433,HOLLAND & SHERRY WOOL TWILL,CAMEL,FABRIC,Active,EUROPE
MIRA,5700,1350,1350BTCL,BTCL,1433,HOLLAND & SHERRY WOOL TWILL,CAMEL,FABRIC,Active,EUROPE
MONZA,5700,1350,1350BTCL,BTCL,1433,HOLLAND & SHERRY WOOL TWILL,CAMEL,FABRIC,Active,EUROPE
SCULPTURAL,5700,1350,1350BTCL,BTCL,1433,HOLLAND & SHERRY WOOL TWILL,CAMEL,FABRIC,Active,EUROPE
BURANO,5700,1350,1350BTCL,BTCL,1433,HOLLAND & SHERRY WOOL TWILL,CAMEL,FABRIC,Active,EUROPE
LUGANO,5700,1350,1350BTCL,BTCL,1433,HOLLAND & SHERRY WOOL TWILL,CAMEL,FABRIC,Active,EUROPE
COSTERA,5700,1350,1350BTCL,BTCL,1433,HOLLAND & SHERRY WOOL TWILL,CAMEL,FABRIC,Active,EUROPE
MIRA,5700,1350,1350BTCL,BTCL,1433,HOLLAND & SHERRY WOOL TWILL,CAMEL,FABRIC,Active,EUROPE
MONZA,5700,1350,1350BTCL,BTCL,1433,HOLLAND & SHERRY WOOL TWILL,CAMEL,FABRIC,Active,EUROPE
SCULPTURAL,5700,1350,1350BTCM,BTCM,993,HOLLAND & SHERRY WOOL TWILL,WHEAT,FABRIC,DISC,EUROPE
BURANO,5700,1350,1350BTCM,BTCM,993,HOLLAND & SHERRY WOOL TWILL,WHEAT,FABRIC,DISC,EUROPE
LUGANO,5700,1350,1350BTCM,BTCM,993,HOLLAND & SHERRY WOOL TWILL,WHEAT,FABRIC,DISC,EUROPE
COSTERA,5700,1350,1350BTCM,BTCM,993,HOLLAND & SHERRY WOOL TWILL,WHEAT,FABRIC,DISC,EUROPE
MIRA,5700,1350,1350BTCM,BTCM,993,HOLLAND & SHERRY WOOL TWILL,WHEAT,FABRIC,DISC,EUROPE
MONZA,5700,1350,1350BTCM,BTCM,993,HOLLAND & SHERRY WOOL TWILL,WHEAT,FABRIC,DISC,EUROPE
SCULPTURAL,5700,1350,1350BTDV,BTDV,3183,HOLLAND & SHERRY WOOL TWILL,DOVE,FABRIC,Active,EUROPE
BURANO,5700,1350,1350BTDV,BTDV,3183,HOLLAND & SHERRY WOOL TWILL,DOVE,FABRIC,Active,EUROPE
LUGANO,5700,1350,1350BTDV,BTDV,3183,HOLLAND & SHERRY WOOL TWILL,DOVE,FABRIC,Active,EUROPE
COSTERA,5700,1350,1350BTDV,BTDV,3183,HOLLAND & SHERRY WOOL TWILL,DOVE,FABRIC,Active,EUROPE
MIRA,5700,1350,1350BTDV,BTDV,3183,HOLLAND & SHERRY WOOL TWILL,DOVE,FABRIC,Active,EUROPE
MONZA,5700,1350,1350BTDV,BTDV,3183,HOLLAND & SHERRY WOOL TWILL,DOVE,FABRIC,Active,EUROPE
SCULPTURAL,5700,1350,1350BTDV,BTDV,3183,HOLLAND & SHERRY WOOL TWILL,DOVE,FABRIC,Active,EUROPE
BURANO,5700,1350,1350BTDV,BTDV,3183,HOLLAND & SHERRY WOOL TWILL,DOVE,FABRIC,Active,EUROPE
LUGANO,5700,1350,1350BTDV,BTDV,3183,HOLLAND & SHERRY WOOL TWILL,DOVE,FABRIC,Active,EUROPE
COSTERA,5700,1350,1350BTDV,BTDV,3183,HOLLAND & SHERRY WOOL TWILL,DOVE,FABRIC,Active,EUROPE
MIRA,5700,1350,1350BTDV,BTDV,3183,HOLLAND & SHERRY WOOL TWILL,DOVE,FABRIC,Active,EUROPE
MONZA,5700,1350,1350BTDV,BTDV,3183,HOLLAND & SHERRY WOOL TWILL,DOVE,FABRIC,Active,EUROPE
SCULPTURAL,5700,1350,1350BTLT,BTLT,140,HOLLAND & SHERRY WOOL TWILL,LATTE,FABRIC,Active,EUROPE
BURANO,5700,1350,1350BTLT,BTLT,140,HOLLAND & SHERRY WOOL TWILL,LATTE,FABRIC,Active,EUROPE
LUGANO,5700,1350,1350BTLT,BTLT,140,HOLLAND & SHERRY WOOL TWILL,LATTE,FABRIC,Active,EUROPE
COSTERA,5700,1350,1350BTLT,BTLT,140,HOLLAND & SHERRY WOOL TWILL,LATTE,FABRIC,Active,EUROPE
MIRA,5700,1350,1350BTLT,BTLT,140,HOLLAND & SHERRY WOOL TWILL,LATTE,FABRIC,Active,EUROPE
MONZA,5700,1350,1350BTLT,BTLT,140,HOLLAND & SHERRY WOOL TWILL,LATTE,FABRIC,Active,EUROPE
SCULPTURAL,5700,1350,1350BTLT,BTLT,140,HOLLAND & SHERRY WOOL TWILL,LATTE,FABRIC,Active,EUROPE
BURANO,5700,1350,1350BTLT,BTLT,140,HOLLAND & SHERRY WOOL TWILL,LATTE,FABRIC,Active,EUROPE
LUGANO,5700,1350,1350BTLT,BTLT,140,HOLLAND & SHERRY WOOL TWILL,LATTE,FABRIC,Active,EUROPE
COSTERA,5700,1350,1350BTLT,BTLT,140,HOLLAND & SHERRY WOOL TWILL,LATTE,FABRIC,Active,EUROPE
MIRA,5700,1350,1350BTLT,BTLT,140,HOLLAND & SHERRY WOOL TWILL,LATTE,FABRIC,Active,EUROPE
MONZA,5700,1350,1350BTLT,BTLT,140,HOLLAND & SHERRY WOOL TWILL,LATTE,FABRIC,Active,EUROPE
SCULPTURAL,5700,1350,1350BTMC,BTMC,848,HOLLAND & SHERRY WOOL TWILL,MOCHACCINO,FABRIC,Active,EUROPE
BURANO,5700,1350,1350BTMC,BTMC,848,HOLLAND & SHERRY WOOL TWILL,MOCHACCINO,FABRIC,Active,EUROPE
LUGANO,5700,1350,1350BTMC,BTMC,848,HOLLAND & SHERRY WOOL TWILL,MOCHACCINO,FABRIC,Active,EUROPE
COSTERA,5700,1350,1350BTMC,BTMC,848,HOLLAND & SHERRY WOOL TWILL,MOCHACCINO,FABRIC,Active,EUROPE
MIRA,5700,1350,1350BTMC,BTMC,848,HOLLAND & SHERRY WOOL TWILL,MOCHACCINO,FABRIC,Active,EUROPE
MONZA,5700,1350,1350BTMC,BTMC,848,HOLLAND & SHERRY WOOL TWILL,MOCHACCINO,FABRIC,Active,EUROPE
SCULPTURAL,5700,1350,1350BTMC,BTMC,848,HOLLAND & SHERRY WOOL TWILL,MOCHACCINO,FABRIC,Active,EUROPE
BURANO,5700,1350,1350BTMC,BTMC,848,HOLLAND & SHERRY WOOL TWILL,MOCHACCINO,FABRIC,Active,EUROPE
LUGANO,5700,1350,1350BTMC,BTMC,848,HOLLAND & SHERRY WOOL TWILL,MOCHACCINO,FABRIC,Active,EUROPE
COSTERA,5700,1350,1350BTMC,BTMC,848,HOLLAND & SHERRY WOOL TWILL,MOCHACCINO,FABRIC,Active,EUROPE
MIRA,5700,1350,1350BTMC,BTMC,848,HOLLAND & SHERRY WOOL TWILL,MOCHACCINO,FABRIC,Active,EUROPE
MONZA,5700,1350,1350BTMC,BTMC,848,HOLLAND & SHERRY WOOL TWILL,MOCHACCINO,FABRIC,Active,EUROPE
SCULPTURAL,5700,1350,1350BTMS,BTMS,890,HOLLAND & SHERRY WOOL TWILL,MIST,FABRIC,DISC,EUROPE
BURANO,5700,1350,1350BTMS,BTMS,890,HOLLAND & SHERRY WOOL TWILL,MIST,FABRIC,DISC,EUROPE
LUGANO,5700,1350,1350BTMS,BTMS,890,HOLLAND & SHERRY WOOL TWILL,MIST,FABRIC,DISC,EUROPE
COSTERA,5700,1350,1350BTMS,BTMS,890,HOLLAND & SHERRY WOOL TWILL,MIST,FABRIC,DISC,EUROPE
MIRA,5700,1350,1350BTMS,BTMS,890,HOLLAND & SHERRY WOOL TWILL,MIST,FABRIC,DISC,EUROPE
MONZA,5700,1350,1350BTMS,BTMS,890,HOLLAND & SHERRY WOOL TWILL,MIST,FABRIC,DISC,EUROPE
SCULPTURAL,5700,1350,1350BTMS,BTMS,890,HOLLAND & SHERRY WOOL TWILL,MIST,FABRIC,DISC,EUROPE
BURANO,5700,1350,1350BTMS,BTMS,890,HOLLAND & SHERRY WOOL TWILL,MIST,FABRIC,DISC,EUROPE
LUGANO,5700,1350,1350BTMS,BTMS,890,HOLLAND & SHERRY WOOL TWILL,MIST,FABRIC,DISC,EUROPE
COSTERA,5700,1350,1350BTMS,BTMS,890,HOLLAND & SHERRY WOOL TWILL,MIST,FABRIC,DISC,EUROPE
MIRA,5700,1350,1350BTMS,BTMS,890,HOLLAND & SHERRY WOOL TWILL,MIST,FABRIC,DISC,EUROPE
MONZA,5700,1350,1350BTMS,BTMS,890,HOLLAND & SHERRY WOOL TWILL,MIST,FABRIC,DISC,EUROPE
SCULPTURAL,5700,1350,1350BTNB,BTNB,61,HOLLAND & SHERRY WOOL TWILL,CELADON,FABRIC,DISC,EUROPE
BURANO,5700,1350,1350BTNB,BTNB,61,HOLLAND & SHERRY WOOL TWILL,CELADON,FABRIC,DISC,EUROPE
LUGANO,5700,1350,1350BTNB,BTNB,61,HOLLAND & SHERRY WOOL TWILL,CELADON,FABRIC,DISC,EUROPE
COSTERA,5700,1350,1350BTNB,BTNB,61,HOLLAND & SHERRY WOOL TWILL,CELADON,FABRIC,DISC,EUROPE
MIRA,5700,1350,1350BTNB,BTNB,61,HOLLAND & SHERRY WOOL TWILL,CELADON,FABRIC,DISC,EUROPE
MONZA,5700,1350,1350BTNB,BTNB,61,HOLLAND & SHERRY WOOL TWILL,CELADON,FABRIC,DISC,EUROPE
SCULPTURAL,5700,1350,1350BTNB,BTNB,61,HOLLAND & SHERRY WOOL TWILL,CELADON,FABRIC,DISC,EUROPE
BURANO,5700,1350,1350BTNB,BTNB,61,HOLLAND & SHERRY WOOL TWILL,CELADON,FABRIC,DISC,EUROPE
LUGANO,5700,1350,1350BTNB,BTNB,61,HOLLAND & SHERRY WOOL TWILL,CELADON,FABRIC,DISC,EUROPE
COSTERA,5700,1350,1350BTNB,BTNB,61,HOLLAND & SHERRY WOOL TWILL,CELADON,FABRIC,DISC,EUROPE
MIRA,5700,1350,1350BTNB,BTNB,61,HOLLAND & SHERRY WOOL TWILL,CELADON,FABRIC,DISC,EUROPE
MONZA,5700,1350,1350BTNB,BTNB,61,HOLLAND & SHERRY WOOL TWILL,CELADON,FABRIC,DISC,EUROPE
SCULPTURAL,5700,1350,1350BTNT,BTNT,3190,HOLLAND & SHERRY WOOL TWILL,NATURAL,FABRIC,Active,EUROPE
BURANO,5700,1350,1350BTNT,BTNT,3190,HOLLAND & SHERRY WOOL TWILL,NATURAL,FABRIC,Active,EUROPE
LUGANO,5700,1350,1350BTNT,BTNT,3190,HOLLAND & SHERRY WOOL TWILL,NATURAL,FABRIC,Active,EUROPE
COSTERA,5700,1350,1350BTNT,BTNT,3190,HOLLAND & SHERRY WOOL TWILL,NATURAL,FABRIC,Active,EUROPE
MIRA,5700,1350,1350BTNT,BTNT,3190,HOLLAND & SHERRY WOOL TWILL,NATURAL,FABRIC,Active,EUROPE
MONZA,5700,1350,1350BTNT,BTNT,3190,HOLLAND & SHERRY WOOL TWILL,NATURAL,FABRIC,Active,EUROPE
SCULPTURAL,5700,1350,1350BTNT,BTNT,3190,HOLLAND & SHERRY WOOL TWILL,NATURAL,FABRIC,Active,EUROPE
BURANO,5700,1350,1350BTNT,BTNT,3190,HOLLAND & SHERRY WOOL TWILL,NATURAL,FABRIC,Active,EUROPE
LUGANO,5700,1350,1350BTNT,BTNT,3190,HOLLAND & SHERRY WOOL TWILL,NATURAL,FABRIC,Active,EUROPE
COSTERA,5700,1350,1350BTNT,BTNT,3190,HOLLAND & SHERRY WOOL TWILL,NATURAL,FABRIC,Active,EUROPE
MIRA,5700,1350,1350BTNT,BTNT,3190,HOLLAND & SHERRY WOOL TWILL,NATURAL,FABRIC,Active,EUROPE
MONZA,5700,1350,1350BTNT,BTNT,3190,HOLLAND & SHERRY WOOL TWILL,NATURAL,FABRIC,Active,EUROPE
SCULPTURAL,5700,1350,1350BTSD,BTSD,1314,HOLLAND & SHERRY WOOL TWILL,SAND,FABRIC,Active,EUROPE
BURANO,5700,1350,1350BTSD,BTSD,1314,HOLLAND & SHERRY WOOL TWILL,SAND,FABRIC,Active,EUROPE
LUGANO,5700,1350,1350BTSD,BTSD,1314,HOLLAND & SHERRY WOOL TWILL,SAND,FABRIC,Active,EUROPE
COSTERA,5700,1350,1350BTSD,BTSD,1314,HOLLAND & SHERRY WOOL TWILL,SAND,FABRIC,Active,EUROPE
MIRA,5700,1350,1350BTSD,BTSD,1314,HOLLAND & SHERRY WOOL TWILL,SAND,FABRIC,Active,EUROPE
MONZA,5700,1350,1350BTSD,BTSD,1314,HOLLAND & SHERRY WOOL TWILL,SAND,FABRIC,Active,EUROPE
SCULPTURAL,5700,1350,1350BTSD,BTSD,1314,HOLLAND & SHERRY WOOL TWILL,SAND,FABRIC,Active,EUROPE
BURANO,5700,1350,1350BTSD,BTSD,1314,HOLLAND & SHERRY WOOL TWILL,SAND,FABRIC,Active,EUROPE
LUGANO,5700,1350,1350BTSD,BTSD,1314,HOLLAND & SHERRY WOOL TWILL,SAND,FABRIC,Active,EUROPE
COSTERA,5700,1350,1350BTSD,BTSD,1314,HOLLAND & SHERRY WOOL TWILL,SAND,FABRIC,Active,EUROPE
MIRA,5700,1350,1350BTSD,BTSD,1314,HOLLAND & SHERRY WOOL TWILL,SAND,FABRIC,Active,EUROPE
MONZA,5700,1350,1350BTSD,BTSD,1314,HOLLAND & SHERRY WOOL TWILL,SAND,FABRIC,Active,EUROPE
SCULPTURAL,5700,1350,1350BTSG,BTSG,1024,HOLLAND & SHERRY WOOL TWILL,NICKEL,FABRIC,Active,EUROPE
BURANO,5700,1350,1350BTSG,BTSG,1024,HOLLAND & SHERRY WOOL TWILL,NICKEL,FABRIC,Active,EUROPE
LUGANO,5700,1350,1350BTSG,BTSG,1024,HOLLAND & SHERRY WOOL TWILL,NICKEL,FABRIC,Active,EUROPE
COSTERA,5700,1350,1350BTSG,BTSG,1024,HOLLAND & SHERRY WOOL TWILL,NICKEL,FABRIC,Active,EUROPE
MIRA,5700,1350,1350BTSG,BTSG,1024,HOLLAND & SHERRY WOOL TWILL,NICKEL,FABRIC,Active,EUROPE
MONZA,5700,1350,1350BTSG,BTSG,1024,HOLLAND & SHERRY WOOL TWILL,NICKEL,FABRIC,Active,EUROPE
SCULPTURAL,5700,1350,1350BTSG,BTSG,1024,HOLLAND & SHERRY WOOL TWILL,NICKEL,FABRIC,Active,EUROPE
BURANO,5700,1350,1350BTSG,BTSG,1024,HOLLAND & SHERRY WOOL TWILL,NICKEL,FABRIC,Active,EUROPE
LUGANO,5700,1350,1350BTSG,BTSG,1024,HOLLAND & SHERRY WOOL TWILL,NICKEL,FABRIC,Active,EUROPE
COSTERA,5700,1350,1350BTSG,BTSG,1024,HOLLAND & SHERRY WOOL TWILL,NICKEL,FABRIC,Active,EUROPE
MIRA,5700,1350,1350BTSG,BTSG,1024,HOLLAND & SHERRY WOOL TWILL,NICKEL,FABRIC,Active,EUROPE
MONZA,5700,1350,1350BTSG,BTSG,1024,HOLLAND & SHERRY WOOL TWILL,NICKEL,FABRIC,Active,EUROPE
SCULPTURAL,5700,1350,1350BTWT,BTWT,691,HOLLAND & SHERRY WOOL TWILL,WHITE,FABRIC,Active,EUROPE
BURANO,5700,1350,1350BTWT,BTWT,691,HOLLAND & SHERRY WOOL TWILL,WHITE,FABRIC,Active,EUROPE
LUGANO,5700,1350,1350BTWT,BTWT,691,HOLLAND & SHERRY WOOL TWILL,WHITE,FABRIC,Active,EUROPE
COSTERA,5700,1350,1350BTWT,BTWT,691,HOLLAND & SHERRY WOOL TWILL,WHITE,FABRIC,Active,EUROPE
MIRA,5700,1350,1350BTWT,BTWT,691,HOLLAND & SHERRY WOOL TWILL,WHITE,FABRIC,Active,EUROPE
MONZA,5700,1350,1350BTWT,BTWT,691,HOLLAND & SHERRY WOOL TWILL,WHITE,FABRIC,Active,EUROPE
SCULPTURAL,5700,1350,1350BTWT,BTWT,691,HOLLAND & SHERRY WOOL TWILL,WHITE,FABRIC,Active,EUROPE
BURANO,5700,1350,1350BTWT,BTWT,691,HOLLAND & SHERRY WOOL TWILL,WHITE,FABRIC,Active,EUROPE
LUGANO,5700,1350,1350BTWT,BTWT,691,HOLLAND & SHERRY WOOL TWILL,WHITE,FABRIC,Active,EUROPE
COSTERA,5700,1350,1350BTWT,BTWT,691,HOLLAND & SHERRY WOOL TWILL,WHITE,FABRIC,Active,EUROPE
MIRA,5700,1350,1350BTWT,BTWT,691,HOLLAND & SHERRY WOOL TWILL,WHITE,FABRIC,Active,EUROPE
